Recall,NFS,SU,MacroF1,Acc
-0.99653944,0.68548387,-0.85638978,-0.99638192,-0.99638989
-0.99890299,0.37096774,-0.5184379,-0.99886908,-0.99887184
-0.99632457,0.67741935,-0.84658311,-0.99615587,-0.99616426
-0.99804352,0.45967742,-0.60886224,-0.99796452,-0.99796931
-0.99825839,0.41935484,-0.57147067,-0.99819065,-0.99819495
-0.99696917,0.66935484,-0.83922002,-0.99683405,-0.99684116
-0.99890299,0.42741935,-0.57168877,-0.99886908,-0.99887184
-0.99653944,0.70967742,-0.86526995,-0.99638192,-0.99638989
-0.99847326,0.57258065,-0.72357947,-0.99841678,-0.99842058
-0.99739891,0.64516129,-0.79490446,-0.99728621,-0.99729242
-0.99911786,0.35483871,-0.50111704,-0.99909524,-0.99909747
-0.99675431,0.62096774,-0.79050304,-0.99660798,-0.99661552
-0.99890299,0.32258065,-0.46345731,-0.99886908,-0.99887184
-0.99718404,0.68548387,-0.84343658,-0.99706012,-0.99706679
-0.9995476,0.26612903,-0.38653233,-0.9995476,-0.99954874
-0.99739891,0.66129032,-0.80378354,-0.99728621,-0.99729242
-0.99911786,0.2983871,-0.43465547,-0.99909524,-0.99909747
-0.99935539,0.50806452,-0.66169542,-0.99932145,-0.9993231
-0.99653944,0.69354839,-0.8480932,-0.99638192,-0.99638989
-0.9961097,0.58870968,-0.75695672,-0.99592983,-0.99593863
-0.99847326,0.33870968,-0.48214663,-0.99841678,-0.99842058
-0.99675431,0.69354839,-0.84476386,-0.99660798,-0.99661552
-0.99911786,0.23387097,-0.33759456,-0.99909524,-0.99909747
-0.99739891,0.57258065,-0.73875789,-0.99728621,-0.99729242
-0.99935539,0.51612903,-0.6697455,-0.99932145,-0.9993231
-0.99718404,0.66129032,-0.83017912,-0.99706012,-0.99706679
-0.99696917,0.64516129,-0.81107112,-0.99683405,-0.99684116
-0.99847326,0.38709677,-0.53680398,-0.99841678,-0.99842058
-0.99761378,0.61290323,-0.78053414,-0.9975123,-0.99751805
-0.99911786,0.28225806,-0.4165287,-0.99909524,-0.99909747
-0.99718404,0.63709677,-0.80320748,-0.99706012,-0.99706679
-0.99914052,0.51612903,-0.67066701,-0.99909528,-0.99909747
